transaction_id,merchant_id,order_id,payment_id,payment_status,payment_amount,payment_currency,payment_timestamp,settlement_id,settlement_amount,settlement_currency,settlement_timestamp,fee_id,fee_amount,fee_type,tax_amount,refund_id,refund_amount,refund_status,adjustment_id,adjustment_amount,scenario_type,ground_truth
TXN_000099,MER_007,ORD_000099,PAY_000099,SUCCESS,91484.00,INR,2026-02-24T04:44:00,SET_000099,68613.00,INR,2026-02-27T04:44:00,,0.00,,0.00,REF_000099,22871.00,PROCESSED,ADJ_000099,0.00,RECONCILED_REFUND,RECONCILED_REFUND
TXN_000100,MER_007,ORD_000100,PAY_000100,SUCCESS,87253.00,INR,2026-06-21T13:30:00,SET_000100,87253.00,INR,2026-06-23T13:30:00,,0.00,,0.00,,0.00,,ADJ_000100,0.00,NORMAL,NORMAL
TXN_000101,MER_003,ORD_000101,PAY_000101,SUCCESS,80776.00,INR,2026-04-14T23:27:00,SET_000101,60582.00,INR,2026-04-16T23:27:00,,0.00,,0.00,REF_000101,20194.00,PROCESSED,ADJ_000101,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000102,MER_001,ORD_000102,PAY_000102,SUCCESS,39929.00,INR,2026-02-22T14:32:00,SET_000102,29946.75,INR,2026-02-23T14:32:00,,0.00,,0.00,REF_000102,9982.25,PROCESSED,ADJ_000102,0.00,RECONCILED_REFUND,RECONCILED_REFUND
TXN_000103,MER_006,ORD_000103,PAY_000103,SUCCESS,61046.00,INR,2026-03-22T19:11:00,SET_000103,45784.50,INR,2026-03-24T19:11:00,,0.00,,0.00,REF_000103,15261.50,PROCESSED,ADJ_000103,0.00,RECONCILED_REFUND,RECONCILED_REFUND
TXN_000104,MER_008,ORD_000104,PAY_000104,SUCCESS,96563.00,INR,2026-02-01T06:23:00,SET_000104,72422.25,INR,2026-02-04T06:23:00,,0.00,,0.00,REF_000104,24140.75,PROCESSED,ADJ_000104,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000105,MER_006,ORD_000105,PAY_000105,SUCCESS,12340.00,INR,2026-05-30T08:44:00,SET_000105,12340.00,INR,2026-05-31T08:44:00,,0.00,,0.00,,0.00,,ADJ_000105,0.00,NORMAL,NORMAL
TXN_000106,MER_004,ORD_000106,PAY_000106,SUCCESS,26200.00,INR,2026-01-28T04:47:00,SET_000106,19650.00,INR,2026-01-29T04:47:00,,0.00,,0.00,REF_000106,6550.00,PROCESSED,ADJ_000106,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000107,MER_008,ORD_000107,PAY_000107,SUCCESS,80220.00,INR,2026-06-05T01:33:00,SET_000107,80220.00,INR,2026-06-06T01:33:00,,0.00,,0.00,,0.00,,ADJ_000107,0.00,NORMAL,NORMAL
TXN_000108,MER_004,ORD_000108,PAY_000108,FAILED,94255.00,INR,2026-05-08T03:25:00,SET_000108,0.00,INR,2026-05-10T03:25:00,,0.00,,0.00,,0.00,,ADJ_000108,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000109,MER_004,ORD_000109,PAY_000109,FAILED,19442.00,INR,2026-04-30T19:21:00,SET_000109,0.00,INR,2026-05-03T19:21:00,,0.00,,0.00,,0.00,,ADJ_000109,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000110,MER_002,ORD_000110,PAY_000110,SUCCESS,55824.00,INR,2026-02-10T05:07:00,SET_000110,55824.00,INR,2026-02-11T05:07:00,,0.00,,0.00,,0.00,,ADJ_000110,0.00,NORMAL,NORMAL
TXN_000111,MER_008,ORD_000111,PAY_000111,SUCCESS,6682.00,INR,2026-04-12T20:20:00,SET_000111,6347.90,INR,2026-04-13T20:20:00,,0.00,,0.00,,0.00,,ADJ_000111,0.00,UNEXPLAINED_DISCREPANCY,UNEXPLAINED_DISCREPANCY
TXN_000112,MER_002,ORD_000112,PAY_000112,SUCCESS,59929.00,INR,2026-01-25T15:34:00,SET_000112,59929.00,INR,2026-01-27T15:34:00,,0.00,,0.00,,0.00,,ADJ_000112,0.00,DUPLICATE_SETTLEMENT,DUPLICATE_SETTLEMENT
TXN_000113,MER_006,ORD_000113,PAY_000113,SUCCESS,99092.00,INR,2026-06-12T15:41:00,SET_000113,74319.00,INR,2026-06-14T15:41:00,,0.00,,0.00,REF_000113,24773.00,PROCESSED,ADJ_000113,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000114,MER_007,ORD_000114,PAY_000114,SUCCESS,71910.00,INR,2026-03-23T13:13:00,SET_000114,71910.00,INR,2026-03-28T13:13:00,,0.00,,0.00,,0.00,,ADJ_000114,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000115,MER_008,ORD_000115,PAY_000115,SUCCESS,59091.00,INR,2026-02-17T13:25:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000115,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000116,MER_005,ORD_000116,PAY_000116,SUCCESS,68427.00,INR,2026-03-30T14:14:00,SET_000116,68427.00,INR,2026-04-02T14:14:00,,0.00,,0.00,REF_000116,13685.40,PROCESSED,ADJ_000116,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000117,MER_008,ORD_000117,PAY_000117,SUCCESS,10255.00,INR,2026-05-11T06:31:00,SET_000117,10049.90,INR,2026-05-13T06:31:00,FEE_000117,205.10,PROCESSING_FEE,0.00,,0.00,,ADJ_000117,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000118,MER_006,ORD_000118,PAY_000118,SUCCESS,42004.00,INR,2026-06-12T22:41:00,SET_000118,41163.92,INR,2026-06-15T22:41:00,FEE_000118,840.08,PROCESSING_FEE,0.00,,0.00,,ADJ_000118,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000119,MER_003,ORD_000119,PAY_000119,SUCCESS,30411.00,INR,2026-03-12T02:30:00,SET_000119,30411.00,INR,2026-03-15T02:30:00,,0.00,,0.00,,0.00,,ADJ_000119,0.00,NORMAL,NORMAL
TXN_000120,MER_004,ORD_000120,PAY_000120,SUCCESS,8518.00,INR,2026-03-17T21:35:00,SET_000120,8518.00,INR,2026-03-19T21:35:00,,0.00,,0.00,,0.00,,ADJ_000120,0.00,NORMAL,NORMAL
TXN_000121,MER_008,ORD_000121,PAY_000121,SUCCESS,54596.00,INR,2026-01-12T17:02:00,SET_000121,53307.53,INR,2026-01-13T17:02:00,FEE_000121,1091.92,PROCESSING_FEE,196.55,,0.00,,ADJ_000121,0.00,RECONCILED_TAX,RECONCILED_TAX
TXN_000122,MER_007,ORD_000122,PAY_000122,SUCCESS,76656.00,INR,2026-06-22T14:24:00,SET_000122,76656.00,INR,2026-06-25T14:24:00,,0.00,,0.00,REF_000122,15331.20,PROCESSED,ADJ_000122,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000123,MER_007,ORD_000123,PAY_000123,SUCCESS,62618.00,INR,2026-01-02T10:45:00,SET_000123,62618.00,INR,2026-01-04T10:45:00,,0.00,,0.00,,0.00,,ADJ_000123,0.00,NORMAL,NORMAL
TXN_000124,MER_007,ORD_000124,PAY_000124,SUCCESS,55021.00,INR,2026-04-09T08:31:00,SET_000124,53920.58,INR,2026-04-12T08:31:00,FEE_000124,1100.42,PROCESSING_FEE,0.00,,0.00,,ADJ_000124,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000125,MER_004,ORD_000125,PAY_000125,SUCCESS,64093.00,INR,2026-02-10T07:40:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000125,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000126,MER_001,ORD_000126,PAY_000126,SUCCESS,51068.00,INR,2026-03-03T13:34:00,SET_000126,38301.00,INR,2026-03-06T13:34:00,,0.00,,0.00,REF_000126,12767.00,PROCESSED,ADJ_000126,0.00,RECONCILED_REFUND,RECONCILED_REFUND
TXN_000127,MER_007,ORD_000127,PAY_000127,SUCCESS,95019.00,INR,2026-01-31T10:05:00,SET_000127,71264.25,INR,2026-02-02T10:05:00,,0.00,,0.00,REF_000127,23754.75,PROCESSED,ADJ_000127,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000128,MER_001,ORD_000128,PAY_000128,SUCCESS,51745.00,INR,2026-04-19T03:01:00,SET_000128,51745.00,INR,2026-04-22T03:01:00,,0.00,,0.00,,0.00,,ADJ_000128,0.00,DUPLICATE_SETTLEMENT,DUPLICATE_SETTLEMENT
TXN_000129,MER_002,ORD_000129,PAY_000129,SUCCESS,84346.00,INR,2026-03-20T09:38:00,SET_000129,63259.50,INR,2026-03-21T09:38:00,,0.00,,0.00,REF_000129,21086.50,PROCESSED,ADJ_000129,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000130,MER_003,ORD_000130,PAY_000130,SUCCESS,6690.00,INR,2026-02-17T17:38:00,SET_000130,6690.00,INR,2026-02-19T17:38:00,,0.00,,0.00,REF_000130,1338.00,PROCESSED,ADJ_000130,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000131,MER_008,ORD_000131,PAY_000131,SUCCESS,42940.00,INR,2026-03-03T19:33:00,SET_000131,41926.62,INR,2026-03-05T19:33:00,FEE_000131,858.80,PROCESSING_FEE,154.58,,0.00,,ADJ_000131,0.00,RECONCILED_TAX,RECONCILED_TAX
TXN_000132,MER_007,ORD_000132,PAY_000132,SUCCESS,33165.00,INR,2026-06-02T08:46:00,SET_000132,32501.70,INR,2026-06-03T08:46:00,FEE_000132,663.30,PROCESSING_FEE,0.00,,0.00,,ADJ_000132,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000133,MER_001,ORD_000133,PAY_000133,FAILED,45970.00,INR,2026-02-11T04:38:00,SET_000133,0.00,INR,2026-02-14T04:38:00,,0.00,,0.00,,0.00,,ADJ_000133,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000134,MER_001,ORD_000134,PAY_000134,SUCCESS,98958.00,INR,2026-01-07T00:34:00,SET_000134,98958.00,INR,2026-01-08T00:34:00,,0.00,,0.00,,0.00,,ADJ_000134,0.00,NORMAL,NORMAL
TXN_000135,MER_001,ORD_000135,PAY_000135,SUCCESS,81539.00,INR,2026-01-29T02:46:00,SET_000135,81539.00,INR,2026-01-30T02:46:00,,0.00,,0.00,,0.00,,ADJ_000135,0.00,NORMAL,NORMAL
TXN_000136,MER_002,ORD_000136,PAY_000136,SUCCESS,74020.00,INR,2026-06-22T21:48:00,SET_000136,74020.00,INR,2026-06-23T21:48:00,,0.00,,0.00,,0.00,,ADJ_000136,0.00,NORMAL,NORMAL
TXN_000137,MER_005,ORD_000137,PAY_000137,FAILED,48451.00,INR,2026-01-31T22:04:00,SET_000137,0.00,INR,2026-02-03T22:04:00,,0.00,,0.00,,0.00,,ADJ_000137,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000138,MER_002,ORD_000138,PAY_000138,SUCCESS,21565.00,INR,2026-06-25T23:55:00,SET_000138,21565.00,INR,2026-06-30T23:55:00,,0.00,,0.00,,0.00,,ADJ_000138,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000139,MER_001,ORD_000139,PAY_000139,SUCCESS,40988.00,INR,2026-04-16T04:41:00,SET_000139,40988.00,INR,2026-04-19T04:41:00,,0.00,,0.00,,0.00,,ADJ_000139,0.00,NORMAL,NORMAL
TXN_000140,MER_007,ORD_000140,PAY_000140,SUCCESS,52090.00,INR,2026-06-21T18:20:00,SET_000140,52090.00,INR,2026-06-24T18:20:00,,0.00,,0.00,,0.00,,ADJ_000140,0.00,DUPLICATE_SETTLEMENT,DUPLICATE_SETTLEMENT
TXN_000141,MER_004,ORD_000141,PAY_000141,SUCCESS,13456.00,INR,2026-05-08T07:04:00,SET_000141,13456.00,INR,2026-05-10T07:04:00,,0.00,,0.00,,0.00,,ADJ_000141,0.00,NORMAL,NORMAL
TXN_000142,MER_002,ORD_000142,PAY_000142,SUCCESS,74277.00,INR,2026-05-23T20:23:00,SET_000142,74277.00,INR,2026-05-24T20:23:00,,0.00,,0.00,REF_000142,14855.40,PROCESSED,ADJ_000142,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000143,MER_007,ORD_000143,PAY_000143,SUCCESS,86806.00,INR,2026-03-09T20:02:00,SET_000143,84757.38,INR,2026-03-10T20:02:00,FEE_000143,1736.12,PROCESSING_FEE,312.50,,0.00,,ADJ_000143,0.00,RECONCILED_TAX,RECONCILED_TAX
TXN_000144,MER_006,ORD_000144,PAY_000144,SUCCESS,1758.00,INR,2026-06-05T00:51:00,SET_000144,1758.00,INR,2026-06-07T00:51:00,,0.00,,0.00,,0.00,,ADJ_000144,0.00,DUPLICATE_PAYMENT_ATTEMPT,DUPLICATE_PAYMENT_ATTEMPT
TXN_000145,MER_002,ORD_000145,PAY_000145,SUCCESS,56922.00,INR,2026-06-25T06:44:00,SET_000145,56922.00,INR,2026-06-27T06:44:00,,0.00,,0.00,REF_000145,11384.40,PROCESSED,ADJ_000145,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000146,MER_008,ORD_000146,PAY_000146,SUCCESS,92808.00,INR,2026-01-29T05:25:00,SET_000146,69606.00,INR,2026-01-31T05:25:00,,0.00,,0.00,REF_000146,23202.00,PROCESSED,ADJ_000146,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000147,MER_005,ORD_000147,PAY_000147,SUCCESS,80828.00,INR,2026-05-28T12:04:00,SET_000147,80828.00,INR,2026-05-31T12:04:00,,0.00,,0.00,,0.00,,ADJ_000147,0.00,NORMAL,NORMAL
TXN_000148,MER_008,ORD_000148,PAY_000148,SUCCESS,57191.00,INR,2026-05-31T16:41:00,SET_000148,54331.45,INR,2026-06-03T16:41:00,,0.00,,0.00,,0.00,,ADJ_000148,0.00,UNEXPLAINED_DISCREPANCY,UNEXPLAINED_DISCREPANCY
TXN_000149,MER_006,ORD_000149,PAY_000149,SUCCESS,32277.00,INR,2026-06-01T14:31:00,SET_000149,32277.00,INR,2026-06-06T14:31:00,,0.00,,0.00,,0.00,,ADJ_000149,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000150,MER_008,ORD_000150,PAY_000150,SUCCESS,32063.00,INR,2026-05-17T23:52:00,SET_000150,31421.74,INR,2026-05-19T23:52:00,FEE_000150,641.26,PROCESSING_FEE,0.00,,0.00,,ADJ_000150,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000151,MER_007,ORD_000151,PAY_000151,SUCCESS,44192.00,INR,2026-01-06T14:23:00,SET_000151,44192.00,INR,2026-01-11T14:23:00,,0.00,,0.00,,0.00,,ADJ_000151,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000152,MER_003,ORD_000152,PAY_000152,SUCCESS,64004.00,INR,2026-02-08T23:45:00,SET_000152,64004.00,INR,2026-02-10T23:45:00,,0.00,,0.00,REF_000152,12800.80,PROCESSED,ADJ_000152,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000153,MER_006,ORD_000153,PAY_000153,SUCCESS,36755.00,INR,2026-06-10T15:10:00,SET_000153,34917.25,INR,2026-06-13T15:10:00,,0.00,,0.00,,0.00,,ADJ_000153,0.00,UNEXPLAINED_DISCREPANCY,UNEXPLAINED_DISCREPANCY
TXN_000154,MER_005,ORD_000154,PAY_000154,SUCCESS,72948.00,INR,2026-01-03T05:21:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000154,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000155,MER_002,ORD_000155,PAY_000155,SUCCESS,31735.00,INR,2026-05-12T11:03:00,SET_000155,0.00,INR,2026-05-14T11:03:00,,0.00,,0.00,REF_000155,44429.00,PROCESSED,ADJ_000155,0.00,INVALID_REFUND,INVALID_REFUND
TXN_000156,MER_004,ORD_000156,PAY_000156,FAILED,90619.00,INR,2026-03-29T01:04:00,SET_000156,0.00,INR,2026-04-01T01:04:00,,0.00,,0.00,,0.00,,ADJ_000156,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000157,MER_008,ORD_000157,PAY_000157,SUCCESS,2360.00,INR,2026-01-18T07:33:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000157,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000158,MER_004,ORD_000158,PAY_000158,SUCCESS,40235.00,INR,2026-05-02T05:53:00,SET_000158,39430.30,INR,2026-05-05T05:53:00,FEE_000158,804.70,PROCESSING_FEE,0.00,,0.00,,ADJ_000158,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000159,MER_006,ORD_000159,PAY_000159,SUCCESS,55871.00,INR,2026-05-17T04:02:00,SET_000159,54552.44,INR,2026-05-20T04:02:00,FEE_000159,1117.42,PROCESSING_FEE,201.14,,0.00,,ADJ_000159,0.00,RECONCILED_TAX,RECONCILED_TAX
TXN_000160,MER_008,ORD_000160,PAY_000160,SUCCESS,35609.00,INR,2026-02-26T04:39:00,SET_000160,34768.63,INR,2026-02-28T04:39:00,FEE_000160,712.18,PROCESSING_FEE,128.19,,0.00,,ADJ_000160,0.00,RECONCILED_TAX,RECONCILED_TAX
TXN_000161,MER_004,ORD_000161,PAY_000161,SUCCESS,41459.00,INR,2026-01-23T03:20:00,SET_000161,40629.82,INR,2026-01-26T03:20:00,FEE_000161,829.18,PROCESSING_FEE,0.00,,0.00,,ADJ_000161,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000162,MER_003,ORD_000162,PAY_000162,SUCCESS,25205.00,INR,2026-02-09T18:23:00,SET_000162,25205.00,INR,2026-02-12T18:23:00,,0.00,,0.00,,0.00,,ADJ_000162,0.00,DUPLICATE_PAYMENT_ATTEMPT,DUPLICATE_PAYMENT_ATTEMPT
TXN_000163,MER_005,ORD_000163,PAY_000163,FAILED,13276.00,INR,2026-06-01T22:48:00,SET_000163,0.00,INR,2026-06-02T22:48:00,,0.00,,0.00,,0.00,,ADJ_000163,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000164,MER_006,ORD_000164,PAY_000164,SUCCESS,23619.00,INR,2026-02-25T09:37:00,SET_000164,23146.62,INR,2026-02-26T09:37:00,FEE_000164,472.38,PROCESSING_FEE,0.00,,0.00,,ADJ_000164,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000165,MER_003,ORD_000165,PAY_000165,SUCCESS,36054.00,INR,2026-01-09T15:51:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000165,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000166,MER_003,ORD_000166,PAY_000166,SUCCESS,83706.00,INR,2026-06-08T11:21:00,SET_000166,83706.00,INR,2026-06-10T11:21:00,,0.00,,0.00,,0.00,,ADJ_000166,0.00,DUPLICATE_PAYMENT_ATTEMPT,DUPLICATE_PAYMENT_ATTEMPT
TXN_000167,MER_001,ORD_000167,PAY_000167,SUCCESS,75343.00,INR,2026-02-22T03:17:00,SET_000167,75343.00,INR,2026-02-24T03:17:00,,0.00,,0.00,,0.00,,ADJ_000167,0.00,NORMAL,NORMAL
TXN_000168,MER_006,ORD_000168,PAY_000168,FAILED,24264.00,INR,2026-06-26T03:19:00,SET_000168,0.00,INR,2026-06-27T03:19:00,,0.00,,0.00,,0.00,,ADJ_000168,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000169,MER_008,ORD_000169,PAY_000169,SUCCESS,15053.00,INR,2026-05-31T00:52:00,SET_000169,14751.94,INR,2026-06-01T00:52:00,FEE_000169,301.06,PROCESSING_FEE,0.00,,0.00,,ADJ_000169,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000170,MER_002,ORD_000170,PAY_000170,SUCCESS,75731.00,INR,2026-04-25T23:05:00,SET_000170,56798.25,INR,2026-04-28T23:05:00,,0.00,,0.00,REF_000170,18932.75,PROCESSED,ADJ_000170,0.00,RECONCILED_REFUND,RECONCILED_REFUND
TXN_000171,MER_003,ORD_000171,PAY_000171,SUCCESS,73872.00,INR,2026-06-23T03:47:00,SET_000171,73872.00,INR,2026-06-25T03:47:00,,0.00,,0.00,,0.00,,ADJ_000171,0.00,NORMAL,NORMAL
TXN_000172,MER_004,ORD_000172,PAY_000172,SUCCESS,15625.00,INR,2026-04-12T23:15:00,SET_000172,15625.00,INR,2026-04-14T23:15:00,,0.00,,0.00,,0.00,,ADJ_000172,0.00,NORMAL,NORMAL
TXN_000173,MER_004,ORD_000173,PAY_000173,SUCCESS,68594.00,INR,2026-03-11T14:53:00,SET_000173,68594.00,INR,2026-03-16T14:53:00,,0.00,,0.00,,0.00,,ADJ_000173,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000174,MER_005,ORD_000174,PAY_000174,SUCCESS,77239.00,INR,2026-03-20T10:35:00,SET_000174,77239.00,INR,2026-03-22T10:35:00,,0.00,,0.00,,0.00,,ADJ_000174,0.00,DUPLICATE_SETTLEMENT,DUPLICATE_SETTLEMENT
TXN_000175,MER_001,ORD_000175,PAY_000175,SUCCESS,80005.00,INR,2026-06-25T03:46:00,SET_000175,80005.00,INR,2026-06-30T03:46:00,,0.00,,0.00,,0.00,,ADJ_000175,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000176,MER_004,ORD_000176,PAY_000176,SUCCESS,82087.00,INR,2026-02-08T18:58:00,SET_000176,82087.00,INR,2026-02-10T18:58:00,,0.00,,0.00,,0.00,,ADJ_000176,0.00,NORMAL,NORMAL
TXN_000177,MER_003,ORD_000177,PAY_000177,SUCCESS,31539.00,INR,2026-02-02T00:24:00,SET_000177,23654.25,INR,2026-02-05T00:24:00,,0.00,,0.00,REF_000177,7884.75,PROCESSED,ADJ_000177,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000178,MER_001,ORD_000178,PAY_000178,SUCCESS,53645.00,INR,2026-03-24T09:16:00,SET_000178,53645.00,INR,2026-03-27T09:16:00,,0.00,,0.00,,0.00,,ADJ_000178,0.00,NORMAL,NORMAL
TXN_000179,MER_005,ORD_000179,PAY_000179,SUCCESS,4378.00,INR,2026-02-12T12:20:00,SET_000179,4378.00,INR,2026-02-17T12:20:00,,0.00,,0.00,,0.00,,ADJ_000179,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000180,MER_008,ORD_000180,PAY_000180,SUCCESS,9429.00,INR,2026-05-06T12:13:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000180,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000181,MER_004,ORD_000181,PAY_000181,SUCCESS,55823.00,INR,2026-01-22T06:27:00,SET_000181,0.00,INR,2026-01-25T06:27:00,,0.00,,0.00,REF_000181,78152.20,PROCESSED,ADJ_000181,0.00,INVALID_REFUND,INVALID_REFUND
TXN_000182,MER_003,ORD_000182,PAY_000182,SUCCESS,34916.00,INR,2026-05-31T20:36:00,SET_000182,34217.68,INR,2026-06-01T20:36:00,FEE_000182,698.32,PROCESSING_FEE,0.00,,0.00,,ADJ_000182,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000183,MER_003,ORD_000183,PAY_000183,SUCCESS,40419.00,INR,2026-04-19T16:47:00,SET_000183,40419.00,INR,2026-04-22T16:47:00,,0.00,,0.00,,0.00,,ADJ_000183,0.00,NORMAL,NORMAL
TXN_000184,MER_005,ORD_000184,PAY_000184,SUCCESS,57660.00,INR,2026-01-24T00:18:00,SET_000184,57660.00,INR,2026-01-26T00:18:00,,0.00,,0.00,REF_000184,11532.00,PROCESSED,ADJ_000184,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000185,MER_007,ORD_000185,PAY_000185,SUCCESS,35783.00,INR,2026-04-02T11:35:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000185,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000186,MER_002,ORD_000186,PAY_000186,FAILED,78485.00,INR,2026-01-08T15:09:00,SET_000186,0.00,INR,2026-01-10T15:09:00,,0.00,,0.00,,0.00,,ADJ_000186,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000187,MER_005,ORD_000187,PAY_000187,SUCCESS,3490.00,INR,2026-01-18T00:00:00,,0.00,INR,,,0.00,,0.00,,0.00,,ADJ_000187,0.00,MISSING_SETTLEMENT,MISSING_SETTLEMENT
TXN_000188,MER_001,,PAY_000188,SUCCESS,88217.00,INR,2026-05-30T21:50:00,SET_000188,88217.00,INR,2026-06-01T21:50:00,,0.00,,0.00,,0.00,,ADJ_000188,0.00,ORPHAN_PAYMENT,ORPHAN_PAYMENT
TXN_000189,MER_003,ORD_000189,PAY_000189,SUCCESS,61769.00,INR,2026-04-05T20:23:00,SET_000189,61769.00,INR,2026-04-10T20:23:00,,0.00,,0.00,,0.00,,ADJ_000189,0.00,SETTLEMENT_DELAY,SETTLEMENT_DELAY
TXN_000190,MER_005,ORD_000190,PAY_000190,FAILED,23888.00,INR,2026-04-17T22:20:00,SET_000190,0.00,INR,2026-04-19T22:20:00,,0.00,,0.00,,0.00,,ADJ_000190,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000191,MER_008,ORD_000191,PAY_000191,SUCCESS,12059.00,INR,2026-03-27T22:30:00,SET_000191,9044.25,INR,2026-03-29T22:30:00,,0.00,,0.00,REF_000191,3014.75,PROCESSED,ADJ_000191,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
TXN_000192,MER_006,ORD_000192,PAY_000192,SUCCESS,87935.00,INR,2026-01-20T10:00:00,SET_000192,65951.25,INR,2026-01-21T10:00:00,,0.00,,0.00,REF_000192,21983.75,PROCESSED,ADJ_000192,0.00,RECONCILED_REFUND,RECONCILED_REFUND
TXN_000193,MER_008,ORD_000193,PAY_000193,SUCCESS,37877.00,INR,2026-05-01T23:52:00,SET_000193,36983.10,INR,2026-05-03T23:52:00,FEE_000193,757.54,PROCESSING_FEE,136.36,,0.00,,ADJ_000193,0.00,RECONCILED_TAX,RECONCILED_TAX
TXN_000194,MER_001,ORD_000194,PAY_000194,SUCCESS,59714.00,INR,2026-01-17T09:44:00,SET_000194,56728.30,INR,2026-01-19T09:44:00,,0.00,,0.00,,0.00,,ADJ_000194,0.00,UNEXPLAINED_DISCREPANCY,UNEXPLAINED_DISCREPANCY
TXN_000195,MER_002,ORD_000195,PAY_000195,SUCCESS,53076.00,INR,2026-06-07T19:51:00,SET_000195,52014.48,INR,2026-06-10T19:51:00,FEE_000195,1061.52,PROCESSING_FEE,0.00,,0.00,,ADJ_000195,0.00,PROCESSING_FEE,PROCESSING_FEE
TXN_000196,MER_001,ORD_000196,PAY_000196,SUCCESS,86300.00,INR,2026-06-08T15:19:00,SET_000196,86300.00,INR,2026-06-11T15:19:00,,0.00,,0.00,REF_000196,17260.00,PROCESSED,ADJ_000196,0.00,UNSUPPORTED_REFUND,UNSUPPORTED_REFUND
TXN_000197,MER_001,ORD_000197,PAY_000197,FAILED,24686.00,INR,2026-04-05T18:05:00,SET_000197,0.00,INR,2026-04-07T18:05:00,,0.00,,0.00,,0.00,,ADJ_000197,0.00,PAYMENT_FAILED,PAYMENT_FAILED
TXN_000198,MER_008,ORD_000198,PAY_000198,SUCCESS,82073.00,INR,2026-03-22T20:18:00,SET_000198,61554.75,INR,2026-03-23T20:18:00,,0.00,,0.00,REF_000198,20518.25,PROCESSED,ADJ_000198,0.00,RECONCILED_PARTIAL,RECONCILED_PARTIAL
